id,dcode,sport_field_name,sport_field_type,area
1040011,1040,วงเดือนหมู่บ้านเศรษฐกิจ ผัง ข,ที่สาธารณะ (ลานกลางแจ้ง),400
1040012,1040,วงเวียนทะเลสาป,ที่สาธารณะ (ลานกลางแจ้ง),200
1040013,1040,วงเวียนอู่ทอง,ที่สาธารณะ (ลานกลางแจ้ง),200
1040014,1040,สำนักงานเขตบางแค,ที่สาธารณะ (ลานกลางแจ้ง),300
1040015,1040,หมู่บ้านสินทรัพย์นครการ์เด้น,ชุมชนทั่วไป,300
1040016,1040,อาคารสงเคราะห์บางบอน,ที่สาธารณะ (ลานกลางแจ้ง),600
1021001,1021,เคหะชุมชนธนบุรี 1 ส่วน 4,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,420
1021002,1021,เคหะชุมชนธนบุรี 1 ส่วน 5,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,438
1021003,1021,โรงเรียนแก้วขำทับอุปถัมภ์,โรงเรียนสังกัดกรุงเทพมหานคร,200
1021004,1021,โรงเรียนคลองพิทยาลงกรณ์,โรงเรียนสังกัดกรุงเทพมหานคร,700
1021005,1021,โรงเรียนคลองห้วยทราย(ราชมนตรี),โรงเรียนสังกัดกรุงเทพมหานคร,400
1021006,1021,โรงเรียนบางขุนเทียนศึกษา,โรงเรียนสังกัดกรุงเทพมหานคร,200
1021007,1021,โรงเรียนวัดเลา,โรงเรียนสังกัดกรุงเทพมหานคร,200
1021008,1021,โรงเรียนวัดแสมดำ,โรงเรียนสังกัดกรุงเทพมหานคร,800
1021009,1021,โรงเรียนวัดกก,โรงเรียนสังกัดกรุงเทพมหานคร,200
1021010,1021,โรงเรียนวัดกำแพง,โรงเรียนสังกัดกรุงเทพมหานคร,800
1021011,1021,โรงเรียนวัดท่าข้าม,โรงเรียนสังกัดกรุงเทพมหานคร,170
1021012,1021,โรงเรียนวัดบัวผัน,โรงเรียนสังกัดกรุงเทพมหานคร,200
1021013,1021,โรงเรียนวัดบางกระดี่,โรงเรียนสังกัดกรุงเทพมหานคร,300
1021014,1021,โรงเรียนวัดประชาบำรุง,โรงเรียนสังกัดกรุงเทพมหานคร,500
1021015,1021,โรงเรียนวัดสะแกงาม,โรงเรียนสังกัดกรุงเทพมหานคร,400
1021016,1021,โรงเรียนวัดหัวกระบือ,โรงเรียนสังกัดกรุงเทพมหานคร,800
1021017,1021,โรงเรียนศาลเจ้าห้าวนุกูลวิทยา,โรงเรียนสังกัดกรุงเทพมหานคร,400
1021018,1021,ชุมชนเคหะธนบุรี 1  ส่วนที่ 1,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,800
1021019,1021,ชุมชนเคหะธนบุรี 1  ส่วนที่ 2,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,600
1021020,1021,ชุมชนเชิงตาแพ,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,200
1021021,1021,ชุมชนแสนตอ,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,30
1021022,1021,โรงเรียนพิทยาลงกรณ์พิทยาคม,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,800
1021023,1021,ชุมชนทรัพย์นุกูลพัฒนา,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,200
1021024,1021,ชุมชนทรัพย์สินพัฒนา,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,180
1021025,1021,ชุมชนวัดประชาบำรุง,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,200
1021026,1021,ชุมชนวัดสะแกงาม,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,1200
1021027,1021,ชุมชนหมู่บ้านคุณาลัยชายทะลบางขุนเทียน,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,800
1021028,1021,ชุมชนหมู่บ้านวงแหวนทวีสุข,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,200
1021029,1021,ชุมชนหัวป่า,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,100
1021030,1021,วัดธรรมคุณาราม (ชุมชนหลวงพ่อเฒ่า),โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,400
1021031,1021,โรงเรียนหมู่บ้านเกาะโพธิ์,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,400
1021032,1021,หมู่บ้านพระราม 2,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,376
1021033,1021,หมู่บ้านพัฒนาหมู่ 6,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,100
1021034,1021,หมู่บ้านสินทวี  เทียนทะเล,โรงเรียนสังกัดสํานักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,600
1035001,1035,โรงเรียนวัดโพธิ์แก้ว,โรงเรียนสังกัดกรุงเทพมหานคร,600
1035002,1035,โรงเรียนวัดโพธิ์ทอง,โรงเรียนสังกัดกรุงเทพมหานคร,510
1035003,1035,โรงเรียนวัดไทร,โรงเรียนสังกัดกรุงเทพมหานคร,582
1035004,1035,โรงเรียนวัดนาคนิมิตร,โรงเรียนสังกัดกรุงเทพมหานคร,260
1035005,1035,โรงเรียนวัดบางขุนเทียนนอก,โรงเรียนสังกัดกรุงเทพมหานคร,837
1035006,1035,โรงเรียนวัดบางประทุนนอก,โรงเรียนสังกัดกรุงเทพมหานคร,120
1035007,1035,โรงเรียนวัดมงคลวราราม,โรงเรียนสังกัดกรุงเทพมหานคร,640
1035008,1035,โรงเรียนวัดยายร่ม,โรงเรียนสังกัดกรุงเทพมหานคร,41
1035009,1035,โรงเรียนวัดศาลาครืน,โรงเรียนสังกัดกรุงเทพมหานคร,800
1035010,1035,โรงเรียนวัดสีสุก,โรงเรียนสังกัดกรุงเทพมหานคร,150
1035011,1035,ชาวสวนสัมพันธ์,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,285
1035012,1035,ชุมชนเอกชัยซอย 31,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,200
1035013,1035,ชุมชนซอยปลั่งอนุสรณ์,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,50
1035014,1035,ชุมชนรวมใจ,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,400
1035015,1035,วัดนางนอง,โรงเรียนสังกัดกรมทหาร,360
1035016,1035,สวนดาวคะนอง - จอมทอง,โรงเรียนสังกัดกรมทหาร,653
1035017,1035,สำนักงานเขตจอมทอง,โรงเรียนสังกัดกรมทหาร,400
1035018,1035,สินทวีวิลล่า,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,350
1010005,1010,ชุมชนราษฎร์พัฒนา,ชุมชนทั่วไป,200
1013001,1013,โรงเรียนกุหลาบวิทยา,โรงเรียนสังกัดกรุงเทพมหานคร,280
1013004,1013,โรงเรียนมหาวีรานุวัตร,โรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,500
1013003,1013,โรงเรียนวัดจักรวรรดิ,โรงเรียนสังกัดกรุงเทพมหานคร,450
1013002,1013,โรงเรียนวัดปทุมคงคา,โรงเรียนสังกัดกรุงเทพมหานคร,560
1013005,1013,หน้าสำนักงานเขตสัมพันธวงศ์,ที่สาธารณะ (ลานกลางแจ้ง),280
100102,1001,โรงเรียนวัดมหาธาตุ,โรงเรียนสังกัดกรุงเทพมหานคร,100
100103,1001,โรงเรียนวัดสังเวช,โรงเรียนสังกัดกรุงเทพมหานคร,200
