dcode,dname,sex,age,population,age_group,age_group_range
1009,เขตพระโขนง,male,64,465,60,15 to 64 years
1037,เขตราชเทวี,female,10,465,10,0 to 14 years
1028,เขตสาทร,male,24,465,20,15 to 64 years
1033,เขตคลองเตย,male,17,464,15,15 to 64 years
1016,เขตบางกอกใหญ่,female,30,464,30,15 to 64 years
1006,เขตบางกะปิ,male,72,464,70,65 years and older
1012,เขตยานนาวา,male,63,464,60,15 to 64 years
1044,เขตสะพานสูง,male,5,464,5,0 to 14 years
1028,เขตสาทร,female,32,464,30,15 to 64 years
1046,เขตคลองสามวา,female,74,463,70,65 years and older
1002,เขตดุสิต,male,66,463,65,65 years and older
1031,เขตบางคอแหลม,female,33,463,30,15 to 64 years
1014,เขตพญาไท,male,39,463,35,15 to 64 years
1037,เขตราชเทวี,female,4,463,0,0 to 14 years
1039,เขตวัฒนา,male,36,463,35,15 to 64 years
1034,เขตสวนหลวง,male,67,463,65,65 years and older
1028,เขตสาทร,male,61,463,60,15 to 64 years
1023,เขตหนองแขม,male,0,463,0,0 to 14 years
1018,เขตคลองสาน,female,70,462,70,65 years and older
1040,เขตบางแค,female,79,462,75,65 years and older
1016,เขตบางกอกใหญ่,female,29,462,25,15 to 64 years
1016,เขตบางกอกใหญ่,female,49,462,45,15 to 64 years
1016,เขตบางกอกใหญ่,male,48,462,45,15 to 64 years
1014,เขตพญาไท,male,48,462,45,15 to 64 years
1012,เขตยานนาวา,female,29,462,25,15 to 64 years
1024,เขตราษฏร์บูรณะ,female,22,462,20,15 to 64 years
1034,เขตสวนหลวง,female,1,462,0,0 to 14 years
1034,เขตสวนหลวง,male,0,462,0,0 to 14 years
1048,เขตทวีวัฒนา,male,18,461,15,15 to 64 years
1016,เขตบางกอกใหญ่,male,46,461,45,15 to 64 years
1014,เขตพญาไท,male,47,461,45,15 to 64 years
1009,เขตพระโขนง,male,66,461,65,65 years and older
1012,เขตยานนาวา,female,69,461,65,65 years and older
1024,เขตราษฏร์บูรณะ,female,18,461,15,15 to 64 years
1045,เขตวังทองหลาง,male,6,461,5,0 to 14 years
1039,เขตวัฒนา,female,29,461,25,15 to 64 years
1039,เขตวัฒนา,male,10,461,10,0 to 14 years
1039,เขตวัฒนา,male,37,461,35,15 to 64 years
1034,เขตสวนหลวง,female,75,461,75,65 years and older
1044,เขตสะพานสูง,male,65,461,65,65 years and older
1018,เขตคลองสาน,male,62,460,60,15 to 64 years
1030,เขตจตุจักร,male,75,460,75,65 years and older
1020,เขตบางกอกน้อย,male,18,460,15,15 to 64 years
1031,เขตบางคอแหลม,male,67,460,65,65 years and older
1014,เขตพญาไท,female,33,460,30,15 to 64 years
1045,เขตวังทองหลาง,female,5,460,5,0 to 14 years
1039,เขตวัฒนา,female,28,460,25,15 to 64 years
1003,เขตหนองจอก,male,69,460,65,65 years and older
1041,เขตหลักสี่,male,69,460,65,65 years and older
1017,เขตห้วยขวาง,male,25,460,25,15 to 64 years
1018,เขตคลองสาน,female,27,459,25,15 to 64 years
1043,เขตคันนายาว,male,63,459,60,15 to 64 years
1016,เขตบางกอกใหญ่,male,50,459,50,15 to 64 years
1016,เขตบางกอกใหญ่,male,51,459,50,15 to 64 years
1020,เขตบางกอกน้อย,male,19,459,15,15 to 64 years
1029,เขตบางซื่อ,female,9,459,5,0 to 14 years
1029,เขตบางซื่อ,female,12,459,10,0 to 14 years
1010,เขตมีนบุรี,male,70,459,70,65 years and older
1012,เขตยานนาวา,male,29,459,25,15 to 64 years
1034,เขตสวนหลวง,male,1,459,0,0 to 14 years
1018,เขตคลองสาน,female,71,458,70,65 years and older
1026,เขตดินแดง,male,72,458,70,65 years and older
1002,เขตดุสิต,female,45,458,45,15 to 64 years
1015,เขตธนบุรี,female,74,458,70,65 years and older
1016,เขตบางกอกใหญ่,male,31,458,30,15 to 64 years
1031,เขตบางคอแหลม,female,22,458,20,15 to 64 years
1014,เขตพญาไท,male,49,458,45,15 to 64 years
1012,เขตยานนาวา,female,25,458,25,15 to 64 years
1012,เขตยานนาวา,male,57,458,55,15 to 64 years
1024,เขตราษฏร์บูรณะ,female,35,458,35,15 to 64 years
1045,เขตวังทองหลาง,female,7,458,5,0 to 14 years
1028,เขตสาทร,male,33,458,30,15 to 64 years
1041,เขตหลักสี่,male,15,458,15,15 to 64 years
1018,เขตคลองสาน,male,45,457,45,15 to 64 years
1043,เขตคันนายาว,male,19,457,15,15 to 64 years
1026,เขตดินแดง,female,8,457,5,0 to 14 years
1002,เขตดุสิต,male,34,457,30,15 to 64 years
1002,เขตดุสิต,male,64,457,60,15 to 64 years
1016,เขตบางกอกใหญ่,male,32,457,30,15 to 64 years
1020,เขตบางกอกน้อย,female,17,457,15,15 to 64 years
1047,เขตบางนา,male,17,457,15,15 to 64 years
1037,เขตราชเทวี,female,44,457,40,15 to 64 years
1037,เขตราชเทวี,male,25,457,25,15 to 64 years
1037,เขตราชเทวี,male,26,457,25,15 to 64 years
1024,เขตราษฏร์บูรณะ,male,23,457,20,15 to 64 years
1038,เขตลาดพร้าว,female,5,457,5,0 to 14 years
1038,เขตลาดพร้าว,male,73,457,70,65 years and older
1028,เขตสาทร,female,25,457,25,15 to 64 years
1041,เขตหลักสี่,male,68,457,65,65 years and older
1002,เขตดุสิต,female,72,456,70,65 years and older
1015,เขตธนบุรี,male,14,456,10,0 to 14 years
1020,เขตบางกอกน้อย,female,18,456,15,15 to 64 years
1006,เขตบางกะปิ,male,1,456,0,0 to 14 years
1025,เขตบางพลัด,male,68,456,65,65 years and older
1014,เขตพญาไท,female,32,456,30,15 to 64 years
1028,เขตสาทร,male,30,456,30,15 to 64 years
1035,เขตจอมทอง,male,1,455,0,0 to 14 years
1002,เขตดุสิต,female,44,455,40,15 to 64 years
1019,เขตตลิ่งชัน,female,11,455,10,0 to 14 years
1016,เขตบางกอกใหญ่,male,42,455,40,15 to 64 years
1031,เขตบางคอแหลม,male,36,455,35,15 to 64 years
1014,เขตพญาไท,male,45,455,45,15 to 64 years
1037,เขตราชเทวี,female,51,455,50,15 to 64 years
1024,เขตราษฏร์บูรณะ,male,62,455,60,15 to 64 years
1039,เขตวัฒนา,male,31,455,30,15 to 64 years
1033,เขตคลองเตย,female,10,454,10,0 to 14 years
1033,เขตคลองเตย,female,20,454,20,15 to 64 years
1033,เขตคลองเตย,male,65,454,65,65 years and older
1026,เขตดินแดง,female,9,454,5,0 to 14 years
1019,เขตตลิ่งชัน,female,12,454,10,0 to 14 years
1016,เขตบางกอกใหญ่,female,38,454,35,15 to 64 years
1016,เขตบางกอกใหญ่,male,34,454,30,15 to 64 years
1031,เขตบางคอแหลม,male,17,454,15,15 to 64 years
1014,เขตพญาไท,female,61,454,60,15 to 64 years
1022,เขตภาษีเจริญ,female,75,454,75,65 years and older
1012,เขตยานนาวา,female,71,454,70,65 years and older
1012,เขตยานนาวา,male,31,454,30,15 to 64 years
1024,เขตราษฏร์บูรณะ,male,22,454,20,15 to 64 years
1045,เขตวังทองหลาง,female,74,454,70,65 years and older
1018,เขตคลองสาน,male,57,453,55,15 to 64 years
1015,เขตธนบุรี,female,75,453,75,65 years and older
1015,เขตธนบุรี,male,15,453,15,15 to 64 years
1037,เขตราชเทวี,female,24,453,20,15 to 64 years
1039,เขตวัฒนา,female,27,453,25,15 to 64 years
1026,เขตดินแดง,female,76,452,75,65 years and older
1002,เขตดุสิต,female,43,452,40,15 to 64 years
1048,เขตทวีวัฒนา,male,67,452,65,65 years and older
1040,เขตบางแค,female,81,452,80,65 years and older
1047,เขตบางนา,male,22,452,20,15 to 64 years
1027,เขตบึงกุ่ม,female,2,452,0,0 to 14 years
1037,เขตราชเทวี,male,4,452,0,0 to 14 years
1039,เขตวัฒนา,female,70,452,70,65 years and older
1028,เขตสาทร,male,65,452,65,65 years and older
1018,เขตคลองสาน,female,28,451,25,15 to 64 years
1018,เขตคลองสาน,female,37,451,35,15 to 64 years
1016,เขตบางกอกใหญ่,male,57,451,55,15 to 64 years
1029,เขตบางซื่อ,male,73,451,70,65 years and older
1050,เขตบางบอน,female,5,451,5,0 to 14 years
1025,เขตบางพลัด,female,24,451,20,15 to 64 years
1027,เขตบึงกุ่ม,female,76,451,75,65 years and older
1014,เขตพญาไท,male,52,451,50,15 to 64 years
1037,เขตราชเทวี,female,55,451,55,15 to 64 years
1028,เขตสาทร,female,27,451,25,15 to 64 years
1028,เขตสาทร,female,33,451,30,15 to 64 years
1028,เขตสาทร,female,36,451,35,15 to 64 years
1017,เขตห้วยขวาง,male,57,451,55,15 to 64 years
1015,เขตธนบุรี,female,11,450,10,0 to 14 years
1005,เขตบางเขน,female,79,450,75,65 years and older
1016,เขตบางกอกใหญ่,female,67,450,65,65 years and older
1016,เขตบางกอกใหญ่,female,71,450,70,65 years and older
1020,เขตบางกอกน้อย,male,9,450,5,0 to 14 years
1031,เขตบางคอแหลม,male,35,450,35,15 to 64 years
1037,เขตราชเทวี,female,45,450,45,15 to 64 years
1023,เขตหนองแขม,female,0,450,0,0 to 14 years
1018,เขตคลองสาน,female,35,449,35,15 to 64 years
1015,เขตธนบุรี,female,16,449,15,15 to 64 years
1021,เขตบางขุนเทียน,male,73,449,70,65 years and older
1031,เขตบางคอแหลม,female,73,449,70,65 years and older
1014,เขตพญาไท,male,35,449,35,15 to 64 years
1037,เขตราชเทวี,male,30,449,30,15 to 64 years
1028,เขตสาทร,female,35,449,35,15 to 64 years
1028,เขตสาทร,female,72,449,70,65 years and older
1003,เขตหนองจอก,female,72,449,70,65 years and older
1033,เขตคลองเตย,male,18,448,15,15 to 64 years
1035,เขตจอมทอง,female,2,448,0,0 to 14 years
1040,เขตบางแค,female,80,448,80,65 years and older
1020,เขตบางกอกน้อย,male,72,448,70,65 years and older
1047,เขตบางนา,male,66,448,65,65 years and older
1025,เขตบางพลัด,male,70,448,70,65 years and older
1044,เขตสะพานสูง,male,4,448,0,0 to 14 years
1042,เขตสายไหม,female,78,448,75,65 years and older
1041,เขตหลักสี่,male,18,448,15,15 to 64 years
1017,เขตห้วยขวาง,male,55,448,55,15 to 64 years
1017,เขตห้วยขวาง,male,59,448,55,15 to 64 years
1033,เขตคลองเตย,female,17,447,15,15 to 64 years
1033,เขตคลองเตย,male,16,447,15,15 to 64 years
1018,เขตคลองสาน,female,25,447,25,15 to 64 years
1018,เขตคลองสาน,male,38,447,35,15 to 64 years
1018,เขตคลองสาน,male,41,447,40,15 to 64 years
1015,เขตธนบุรี,female,12,447,10,0 to 14 years
1015,เขตธนบุรี,male,71,447,70,65 years and older
1020,เขตบางกอกน้อย,female,21,447,20,15 to 64 years
1014,เขตพญาไท,male,36,447,35,15 to 64 years
1014,เขตพญาไท,male,37,447,35,15 to 64 years
1009,เขตพระโขนง,female,73,447,70,65 years and older
1037,เขตราชเทวี,female,28,447,25,15 to 64 years
1037,เขตราชเทวี,female,60,447,60,15 to 64 years
1039,เขตวัฒนา,female,30,447,30,15 to 64 years
1028,เขตสาทร,female,31,447,30,15 to 64 years
1042,เขตสายไหม,male,74,447,70,65 years and older
1018,เขตคลองสาน,male,44,446,40,15 to 64 years
1043,เขตคันนายาว,female,13,446,10,0 to 14 years
1016,เขตบางกอกใหญ่,female,41,446,40,15 to 64 years
1014,เขตพญาไท,female,56,446,55,15 to 64 years
1014,เขตพญาไท,female,62,446,60,15 to 64 years
1014,เขตพญาไท,male,44,446,40,15 to 64 years
1012,เขตยานนาวา,male,25,446,25,15 to 64 years
1037,เขตราชเทวี,female,31,446,30,15 to 64 years
1037,เขตราชเทวี,female,54,446,50,15 to 64 years
1024,เขตราษฏร์บูรณะ,female,70,446,70,65 years and older
1045,เขตวังทองหลาง,male,67,446,65,65 years and older
1039,เขตวัฒนา,male,50,446,50,15 to 64 years
1039,เขตวัฒนา,male,57,446,55,15 to 64 years
1041,เขตหลักสี่,female,75,446,75,65 years and older
1017,เขตห้วยขวาง,female,71,446,70,65 years and older
1018,เขตคลองสาน,male,51,445,50,15 to 64 years
1006,เขตบางกะปิ,female,2,445,0,0 to 14 years
1031,เขตบางคอแหลม,male,24,445,20,15 to 64 years
1014,เขตพญาไท,male,51,445,50,15 to 64 years
1014,เขตพญาไท,male,53,445,50,15 to 64 years
1037,เขตราชเทวี,female,46,445,45,15 to 64 years
1037,เขตราชเทวี,male,28,445,25,15 to 64 years
1024,เขตราษฏร์บูรณะ,male,18,445,15,15 to 64 years
1045,เขตวังทองหลาง,male,70,445,70,65 years and older
1028,เขตสาทร,female,74,445,70,65 years and older
1017,เขตห้วยขวาง,male,58,445,55,15 to 64 years
1033,เขตคลองเตย,male,14,444,10,0 to 14 years
1018,เขตคลองสาน,female,30,444,30,15 to 64 years
1005,เขตบางเขน,female,0,444,0,0 to 14 years
1005,เขตบางเขน,male,74,444,70,65 years and older
1005,เขตบางเขน,male,75,444,75,65 years and older
1047,เขตบางนา,female,23,444,20,15 to 64 years
1037,เขตราชเทวี,female,53,444,50,15 to 64 years
1024,เขตราษฏร์บูรณะ,male,20,444,20,15 to 64 years
1028,เขตสาทร,male,56,444,55,15 to 64 years
1017,เขตห้วยขวาง,male,60,444,60,15 to 64 years
1033,เขตคลองเตย,female,12,443,10,0 to 14 years
1033,เขตคลองเตย,female,13,443,10,0 to 14 years
1018,เขตคลองสาน,female,5,443,5,0 to 14 years
1018,เขตคลองสาน,female,26,443,25,15 to 64 years
1015,เขตธนบุรี,male,16,443,15,15 to 64 years
1016,เขตบางกอกใหญ่,male,62,443,60,15 to 64 years
1024,เขตราษฏร์บูรณะ,female,21,443,20,15 to 64 years
1024,เขตราษฏร์บูรณะ,female,69,443,65,65 years and older
1026,เขตดินแดง,female,7,442,5,0 to 14 years
1020,เขตบางกอกน้อย,male,73,442,70,65 years and older
1031,เขตบางคอแหลม,male,23,442,20,15 to 64 years
1029,เขตบางซื่อ,female,8,442,5,0 to 14 years
1014,เขตพญาไท,male,55,442,55,15 to 64 years
1009,เขตพระโขนง,female,20,442,20,15 to 64 years
1037,เขตราชเทวี,male,34,442,30,15 to 64 years
1028,เขตสาทร,female,28,442,25,15 to 64 years
1041,เขตหลักสี่,female,10,442,10,0 to 14 years
1016,เขตบางกอกใหญ่,female,32,441,30,15 to 64 years
1037,เขตราชเทวี,male,10,441,10,0 to 14 years
1037,เขตราชเทวี,male,43,441,40,15 to 64 years
1039,เขตวัฒนา,male,49,441,45,15 to 64 years
1028,เขตสาทร,female,30,441,30,15 to 64 years
1028,เขตสาทร,male,47,441,45,15 to 64 years
1041,เขตหลักสี่,male,10,441,10,0 to 14 years
1018,เขตคลองสาน,female,73,440,70,65 years and older
1002,เขตดุสิต,male,65,440,65,65 years and older
1047,เขตบางนา,female,72,440,70,65 years and older
1050,เขตบางบอน,female,70,440,70,65 years and older
1032,เขตประเวศ,male,74,440,70,65 years and older
1014,เขตพญาไท,female,60,440,60,15 to 64 years
1037,เขตราชเทวี,female,33,440,30,15 to 64 years
1039,เขตวัฒนา,female,20,440,20,15 to 64 years
1039,เขตวัฒนา,male,35,440,35,15 to 64 years
1035,เขตจอมทอง,male,74,439,70,65 years and older
1002,เขตดุสิต,female,40,439,40,15 to 64 years
1002,เขตดุสิต,male,35,439,35,15 to 64 years
1031,เขตบางคอแหลม,male,19,439,15,15 to 64 years
1029,เขตบางซื่อ,female,79,439,75,65 years and older
1037,เขตราชเทวี,female,63,439,60,15 to 64 years
1039,เขตวัฒนา,male,48,439,45,15 to 64 years
1039,เขตวัฒนา,male,56,439,55,15 to 64 years
1023,เขตหนองแขม,female,75,439,75,65 years and older
1018,เขตคลองสาน,male,27,438,25,15 to 64 years
1049,เขตทุ่งครุ,female,74,438,70,65 years and older
1006,เขตบางกะปิ,female,76,438,75,65 years and older
1031,เขตบางคอแหลม,male,18,438,15,15 to 64 years
1047,เขตบางนา,male,18,438,15,15 to 64 years
1047,เขตบางนา,male,65,438,65,65 years and older
1022,เขตภาษีเจริญ,male,72,438,70,65 years and older
1012,เขตยานนาวา,male,62,438,60,15 to 64 years
1037,เขตราชเทวี,male,32,438,30,15 to 64 years
1045,เขตวังทองหลาง,female,6,438,5,0 to 14 years
1033,เขตคลองเตย,male,15,437,15,15 to 64 years
1050,เขตบางบอน,female,71,437,70,65 years and older
1025,เขตบางพลัด,male,22,437,20,15 to 64 years
1027,เขตบึงกุ่ม,female,77,437,75,65 years and older
1014,เขตพญาไท,female,30,437,30,15 to 64 years
1037,เขตราชเทวี,female,50,437,50,15 to 64 years
1044,เขตสะพานสูง,female,72,437,70,65 years and older
1041,เขตหลักสี่,male,11,437,10,0 to 14 years
1033,เขตคลองเตย,male,66,436,65,65 years and older
1018,เขตคลองสาน,male,30,436,30,15 to 64 years
1018,เขตคลองสาน,male,65,436,65,65 years and older
1036,เขตดอนเมือง,male,0,436,0,0 to 14 years
1015,เขตธนบุรี,male,12,436,10,0 to 14 years
1016,เขตบางกอกใหญ่,female,33,436,30,15 to 64 years
1020,เขตบางกอกน้อย,female,10,436,10,0 to 14 years
1020,เขตบางกอกน้อย,female,19,436,15,15 to 64 years
1050,เขตบางบอน,female,72,436,70,65 years and older
1024,เขตราษฏร์บูรณะ,male,21,436,20,15 to 64 years
1039,เขตวัฒนา,male,55,436,55,15 to 64 years
1041,เขตหลักสี่,female,14,436,10,0 to 14 years
1036,เขตดอนเมือง,female,76,435,75,65 years and older
1002,เขตดุสิต,female,23,435,20,15 to 64 years
1020,เขตบางกอกน้อย,female,6,435,5,0 to 14 years
1020,เขตบางกอกน้อย,male,15,435,15,15 to 64 years
1031,เขตบางคอแหลม,male,15,435,15,15 to 64 years
1031,เขตบางคอแหลม,male,16,435,15,15 to 64 years
1047,เขตบางนา,male,19,435,15,15 to 64 years
1047,เขตบางนา,male,21,435,20,15 to 64 years
1027,เขตบึงกุ่ม,male,2,435,0,0 to 14 years
1014,เขตพญาไท,female,35,435,35,15 to 64 years
1037,เขตราชเทวี,female,32,435,30,15 to 64 years
1038,เขตลาดพร้าว,male,5,435,5,0 to 14 years
1039,เขตวัฒนา,male,34,435,30,15 to 64 years
1028,เขตสาทร,male,20,435,20,15 to 64 years
1043,เขตคันนายาว,female,70,434,70,65 years and older
1002,เขตดุสิต,female,24,434,20,15 to 64 years
1002,เขตดุสิต,female,25,434,25,15 to 64 years
1015,เขตธนบุรี,female,14,434,10,0 to 14 years
1037,เขตราชเทวี,female,42,434,40,15 to 64 years
1039,เขตวัฒนา,female,26,434,25,15 to 64 years
1039,เขตวัฒนา,male,29,434,25,15 to 64 years
1034,เขตสวนหลวง,male,70,434,70,65 years and older
1033,เขตคลองเตย,female,14,433,10,0 to 14 years
1018,เขตคลองสาน,male,52,433,50,15 to 64 years
1043,เขตคันนายาว,male,1,433,0,0 to 14 years
1015,เขตธนบุรี,male,13,433,10,0 to 14 years
1016,เขตบางกอกใหญ่,female,25,433,25,15 to 64 years
1031,เขตบางคอแหลม,female,7,433,5,0 to 14 years
1029,เขตบางซื่อ,female,77,433,75,65 years and older
1010,เขตมีนบุรี,male,69,433,65,65 years and older
1037,เขตราชเทวี,male,44,433,40,15 to 64 years
1037,เขตราชเทวี,male,59,433,55,15 to 64 years
1039,เขตวัฒนา,female,67,433,65,65 years and older
1028,เขตสาทร,female,26,433,25,15 to 64 years
1041,เขตหลักสี่,female,76,433,75,65 years and older
1033,เขตคลองเตย,male,13,432,10,0 to 14 years
1043,เขตคันนายาว,male,64,432,60,15 to 64 years
1002,เขตดุสิต,female,41,432,40,15 to 64 years
1048,เขตทวีวัฒนา,female,16,432,15,15 to 64 years
1031,เขตบางคอแหลม,female,18,432,15,15 to 64 years
1025,เขตบางพลัด,female,23,432,20,15 to 64 years
1012,เขตยานนาวา,female,72,432,70,65 years and older
1033,เขตคลองเตย,female,16,431,15,15 to 64 years
1035,เขตจอมทอง,female,78,431,75,65 years and older
1002,เขตดุสิต,female,71,431,70,65 years and older
1002,เขตดุสิต,male,67,431,65,65 years and older
1015,เขตธนบุรี,male,11,431,10,0 to 14 years
1016,เขตบางกอกใหญ่,male,44,431,40,15 to 64 years
1031,เขตบางคอแหลม,male,20,431,20,15 to 64 years
1022,เขตภาษีเจริญ,male,2,431,0,0 to 14 years
1024,เขตราษฏร์บูรณะ,female,71,431,70,65 years and older
1024,เขตราษฏร์บูรณะ,male,63,431,60,15 to 64 years
1039,เขตวัฒนา,male,27,431,25,15 to 64 years
1041,เขตหลักสี่,male,14,431,10,0 to 14 years
1018,เขตคลองสาน,female,38,430,35,15 to 64 years
1018,เขตคลองสาน,male,32,430,30,15 to 64 years
1002,เขตดุสิต,female,26,430,25,15 to 64 years
1048,เขตทวีวัฒนา,female,21,430,20,15 to 64 years
1015,เขตธนบุรี,female,13,430,10,0 to 14 years
1006,เขตบางกะปิ,female,1,430,0,0 to 14 years
1031,เขตบางคอแหลม,male,22,430,20,15 to 64 years
1047,เขตบางนา,male,16,430,15,15 to 64 years
1025,เขตบางพลัด,male,69,430,65,65 years and older
1027,เขตบึงกุ่ม,male,73,430,70,65 years and older
1009,เขตพระโขนง,male,15,430,15,15 to 64 years
1037,เขตราชเทวี,female,41,430,40,15 to 64 years
1037,เขตราชเทวี,female,61,430,60,15 to 64 years
1039,เขตวัฒนา,male,59,430,55,15 to 64 years
1041,เขตหลักสี่,male,13,430,10,0 to 14 years
1033,เขตคลองเตย,male,12,429,10,0 to 14 years
1018,เขตคลองสาน,male,54,429,50,15 to 64 years
1043,เขตคันนายาว,female,71,429,70,65 years and older
1030,เขตจตุจักร,female,1,429,0,0 to 14 years
1035,เขตจอมทอง,female,1,429,0,0 to 14 years
1002,เขตดุสิต,female,27,429,25,15 to 64 years
1048,เขตทวีวัฒนา,female,71,429,70,65 years and older
1016,เขตบางกอกใหญ่,female,28,429,25,15 to 64 years
1029,เขตบางซื่อ,male,8,429,5,0 to 14 years
1032,เขตประเวศ,female,77,429,75,65 years and older
1014,เขตพญาไท,male,54,429,50,15 to 64 years
1009,เขตพระโขนง,male,19,429,15,15 to 64 years
1012,เขตยานนาวา,female,73,429,70,65 years and older
1012,เขตยานนาวา,male,30,429,30,15 to 64 years
1024,เขตราษฏร์บูรณะ,male,15,429,15,15 to 64 years
1028,เขตสาทร,female,29,429,25,15 to 64 years
1003,เขตหนองจอก,male,70,429,70,65 years and older
1016,เขตบางกอกใหญ่,male,33,428,30,15 to 64 years
1016,เขตบางกอกใหญ่,male,38,428,35,15 to 64 years
1031,เขตบางคอแหลม,male,14,428,10,0 to 14 years
1012,เขตยานนาวา,male,61,428,60,15 to 64 years
1037,เขตราชเทวี,male,46,428,45,15 to 64 years
1038,เขตลาดพร้าว,male,4,428,0,0 to 14 years
1044,เขตสะพานสูง,male,3,428,0,0 to 14 years
1017,เขตห้วยขวาง,female,69,428,65,65 years and older
1046,เขตคลองสามวา,male,71,427,70,65 years and older
1030,เขตจตุจักร,female,2,427,0,0 to 14 years
1030,เขตจตุจักร,male,0,427,0,0 to 14 years
1048,เขตทวีวัฒนา,female,72,427,70,65 years and older
1049,เขตทุ่งครุ,male,1,427,0,0 to 14 years
1020,เขตบางกอกน้อย,female,76,427,75,65 years and older
1020,เขตบางกอกน้อย,male,17,427,15,15 to 64 years
1006,เขตบางกะปิ,male,73,427,70,65 years and older
1009,เขตพระโขนง,male,23,427,20,15 to 64 years
1022,เขตภาษีเจริญ,female,5,427,5,0 to 14 years
1037,เขตราชเทวี,female,56,427,55,15 to 64 years
1039,เขตวัฒนา,male,30,427,30,15 to 64 years
1044,เขตสะพานสูง,male,67,427,65,65 years and older
1028,เขตสาทร,male,21,427,20,15 to 64 years
1017,เขตห้วยขวาง,female,5,427,5,0 to 14 years
1018,เขตคลองสาน,female,29,426,25,15 to 64 years
1019,เขตตลิ่งชัน,male,9,426,5,0 to 14 years
1015,เขตธนบุรี,female,10,426,10,0 to 14 years
1016,เขตบางกอกใหญ่,female,36,426,35,15 to 64 years
1020,เขตบางกอกน้อย,male,16,426,15,15 to 64 years
1006,เขตบางกะปิ,female,78,426,75,65 years and older
1047,เขตบางนา,male,67,426,65,65 years and older
1012,เขตยานนาวา,male,64,426,60,15 to 64 years
1037,เขตราชเทวี,male,24,426,20,15 to 64 years
1037,เขตราชเทวี,male,55,426,55,15 to 64 years
1039,เขตวัฒนา,female,72,426,70,65 years and older
1039,เขตวัฒนา,male,33,426,30,15 to 64 years
1034,เขตสวนหลวง,male,69,426,65,65 years and older
1042,เขตสายไหม,female,80,426,80,65 years and older
1018,เขตคลองสาน,male,31,425,30,15 to 64 years
1018,เขตคลองสาน,male,48,425,45,15 to 64 years
1020,เขตบางกอกน้อย,female,15,425,15,15 to 64 years
1031,เขตบางคอแหลม,male,7,425,5,0 to 14 years
1014,เขตพญาไท,male,46,425,45,15 to 64 years
1049,เขตทุ่งครุ,female,1,424,0,0 to 14 years
1016,เขตบางกอกใหญ่,male,61,424,60,15 to 64 years
1031,เขตบางคอแหลม,female,21,424,20,15 to 64 years
1047,เขตบางนา,female,16,424,15,15 to 64 years
1014,เขตพญาไท,female,67,424,65,65 years and older
1028,เขตสาทร,male,67,424,65,65 years and older
1002,เขตดุสิต,female,38,423,35,15 to 64 years
1048,เขตทวีวัฒนา,female,18,423,15,15 to 64 years
1048,เขตทวีวัฒนา,male,68,423,65,65 years and older
1016,เขตบางกอกใหญ่,female,70,423,70,65 years and older
1016,เขตบางกอกใหญ่,male,63,423,60,15 to 64 years
1020,เขตบางกอกน้อย,male,11,423,10,0 to 14 years
1050,เขตบางบอน,male,4,423,0,0 to 14 years
1050,เขตบางบอน,male,68,423,65,65 years and older
1009,เขตพระโขนง,female,18,423,15,15 to 64 years
1012,เขตยานนาวา,female,23,423,20,15 to 64 years
1037,เขตราชเทวี,female,39,423,35,15 to 64 years
1037,เขตราชเทวี,male,23,423,20,15 to 64 years
1039,เขตวัฒนา,male,58,423,55,15 to 64 years
1028,เขตสาทร,male,36,423,35,15 to 64 years
1033,เขตคลองเตย,female,11,422,10,0 to 14 years
1018,เขตคลองสาน,female,6,422,5,0 to 14 years
1018,เขตคลองสาน,male,47,422,45,15 to 64 years
1018,เขตคลองสาน,male,55,422,55,15 to 64 years
1030,เขตจตุจักร,male,1,422,0,0 to 14 years
1026,เขตดินแดง,female,77,422,75,65 years and older
1048,เขตทวีวัฒนา,male,16,422,15,15 to 64 years
1020,เขตบางกอกน้อย,male,14,422,10,0 to 14 years
1031,เขตบางคอแหลม,male,10,422,10,0 to 14 years
1014,เขตพญาไท,female,29,422,25,15 to 64 years
1022,เขตภาษีเจริญ,male,73,422,70,65 years and older
1037,เขตราชเทวี,female,40,422,40,15 to 64 years
1024,เขตราษฏร์บูรณะ,male,16,422,15,15 to 64 years
1024,เขตราษฏร์บูรณะ,male,17,422,15,15 to 64 years
1003,เขตหนองจอก,male,71,422,70,65 years and older
1018,เขตคลองสาน,male,36,421,35,15 to 64 years
1002,เขตดุสิต,male,70,421,70,65 years and older
1015,เขตธนบุรี,male,9,421,5,0 to 14 years
1029,เขตบางซื่อ,female,78,421,75,65 years and older
1014,เขตพญาไท,male,40,421,40,15 to 64 years
1010,เขตมีนบุรี,female,73,421,70,65 years and older
1012,เขตยานนาวา,female,28,421,25,15 to 64 years
1037,เขตราชเทวี,female,43,421,40,15 to 64 years
1034,เขตสวนหลวง,male,68,421,65,65 years and older
1028,เขตสาทร,male,35,421,35,15 to 64 years
1028,เขตสาทร,male,66,421,65,65 years and older
1003,เขตหนองจอก,female,73,421,70,65 years and older
1018,เขตคลองสาน,male,53,420,50,15 to 64 years
1043,เขตคันนายาว,male,65,420,65,65 years and older
1048,เขตทวีวัฒนา,male,10,420,10,0 to 14 years
1015,เขตธนบุรี,male,10,420,10,0 to 14 years
1047,เขตบางนา,male,15,420,15,15 to 64 years
1025,เขตบางพลัด,female,75,420,75,65 years and older
